municipio,local,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
170380,BURITI DO TOCANTINS,-,-,9,37,16,2,-,2,-,4,3,9,11,93
170382,CACHOEIRINHA,-,1,-,18,2,-,-,10,43,39,13,2,3,131
170384,CAMPOS LINDOS,-,3,-,-,1,17,30,-,-,17,-,-,-,68
170386,CARIRI DO TOCANTINS,-,15,-,6,6,44,5,35,1,31,32,5,-,180
170388,CARMOLANDIA,-,1,8,22,3,-,2,2,2,26,2,6,4,78
170389,CARRASCO BONITO,-,-,-,11,2,1,1,10,-,-,-,6,-,31
170390,CASEARA,-,1,-,-,-,1,-,-,-,7,-,2,-,11
170410,CENTENARIO,-,-,2,-,1,-,6,-,1,3,-,1,-,14
170460,CHAPADA DE AREIA,-,2,2,4,-,-,-,-,1,6,-,-,-,15
170510,CHAPADA DA NATIVIDADE,-,2,6,3,4,9,4,2,10,59,16,3,3,121
170550,COLINAS DO TOCANTINS,-,45,49,14,48,11,30,6,338,195,73,360,67,1236
170555,COMBINADO,-,1,-,2,86,25,19,21,98,4,1,26,2,285
170560,CONCEICAO DO TOCANTINS,-,1,1,8,24,-,26,31,1,70,3,-,1,166
170600,COUTO MAGALHAES,-,1,9,1,16,3,7,8,19,9,-,2,8,83
170610,CRISTALANDIA,-,1,9,82,1,-,5,5,2,-,2,-,-,107
170625,CRIXAS DO TOCANTINS,-,-,-,7,4,-,-,4,-,2,5,-,2,24
170650,DARCINOPOLIS,-,1,1,1,2,-,1,3,31,-,1,-,1,42
170700,DIANOPOLIS,-,36,144,417,193,50,238,18,9,141,451,270,146,2113
170710,DIVINOPOLIS DO TOCANTINS,-,28,101,90,16,14,44,4,2,63,3,-,1,366
170720,DOIS IRMAOS DO TOCANTINS,2,9,21,80,8,2,16,-,4,18,17,1,4,182
170730,DUERE,-,-,20,-,11,-,10,5,195,45,-,12,5,303
170740,ESPERANTINA,-,-,1,4,17,11,3,-,-,-,6,7,10,59
170755,FATIMA,-,5,2,-,-,-,5,2,1,14,1,-,1,31
170765,FIGUEIROPOLIS,-,-,5,-,1,6,30,1,10,5,2,7,10,77
170770,FILADELFIA,-,-,-,1,2,3,7,1,2,-,6,4,2,28
170820,FORMOSO DO ARAGUAIA,-,150,107,318,7,31,419,17,36,188,24,40,12,1349
170825,FORTALEZA DO TABOCAO,-,1,8,21,2,-,7,7,19,5,-,1,-,71
170830,GOIANORTE,1,4,10,26,3,1,5,1,1,11,1,-,9,73
170900,GOIATINS,-,14,13,2,2,1,6,-,45,53,11,43,6,196
170930,GUARAI,-,63,30,71,82,17,122,6,148,169,40,16,30,794
170950,GURUPI,-,52,78,219,109,44,299,211,31,318,268,180,197,2006
170980,IPUEIRAS,-,-,5,6,-,-,4,-,13,19,1,-,-,48
171050,ITACAJA,3,22,1,23,1,55,9,1,85,6,9,8,13,236
171070,ITAGUATINS,-,6,3,20,4,3,8,6,1,10,15,2,4,82
171090,ITAPIRATINS,-,-,2,8,-,1,3,-,41,27,-,53,-,135
171110,ITAPORA DO TOCANTINS,-,3,9,20,3,1,14,9,3,118,-,-,5,185
171150,JAU DO TOCANTINS,-,-,34,3,1,2,21,4,1,3,15,14,6,104
171180,JUARINA,-,-,-,-,1,-,-,9,6,22,1,3,6,48
171190,LAGOA DA CONFUSAO,-,15,113,407,59,1,284,21,25,223,7,3,16,1174
171195,LAGOA DO TOCANTINS,-,3,12,16,-,-,5,-,1,8,4,4,-,53
171200,LAJEADO,-,-,5,3,1,-,7,1,36,20,-,-,2,75
171215,LAVANDEIRA,-,11,1,-,16,3,5,3,3,-,-,1,-,43
171240,LIZARDA,-,-,-,12,-,-,9,-,-,2,-,4,1,28
171245,LUZINOPOLIS,-,-,-,2,-,4,6,-,25,2,3,6,-,48
171250,MARIANOPOLIS DO TOCANTINS,-,2,48,1,10,8,19,3,-,4,1,-,-,96
171270,MATEIROS,-,-,-,1,2,-,2,-,-,6,4,1,3,19
171280,MAURILANDIA DO TOCANTINS,-,5,2,36,7,1,18,-,-,11,2,5,1,88
171320,MIRACEMA DO TOCANTINS,3,117,141,209,67,25,140,19,46,318,9,28,95,1217
171330,MIRANORTE,-,61,28,71,36,3,12,-,1,225,6,22,15,480
171360,MONTE DO CARMO,-,-,5,6,-,6,94,12,10,19,15,4,1,172
171370,MONTE SANTO DO TOCANTINS,-,-,3,9,-,-,1,-,5,1,-,-,1,20
171380,PALMEIRAS DO TOCANTINS,-,1,-,5,2,1,1,1,2,6,3,3,2,27
171395,MURICILANDIA,-,5,21,186,1,4,12,-,25,-,-,1,1,256
171420,NATIVIDADE,-,1,12,13,4,150,53,26,13,73,14,5,28,392
171430,NAZARE,-,-,-,109,50,4,3,-,1,17,1,10,1,196
171488,NOVA OLINDA,-,2,7,33,54,9,17,14,41,25,14,9,12,237
171500,NOVA ROSALANDIA,-,1,8,22,2,-,10,2,10,9,2,-,5,71
171510,NOVO ACORDO,-,-,7,4,5,3,1,1,-,-,-,-,-,21
171515,NOVO ALEGRE,-,2,11,35,23,-,2,-,11,32,5,26,24,171
171525,NOVO JARDIM,-,1,-,30,5,-,5,-,11,57,91,35,2,237
171550,OLIVEIRA DE FATIMA,-,2,-,2,-,5,25,1,78,47,14,1,8,183
171570,PALMEIRANTE,-,-,-,1,2,1,2,-,1,13,-,-,-,20
171575,PALMEIROPOLIS,-,37,107,16,2,11,38,1,9,12,33,285,17,568
171610,PARAISO DO TOCANTINS,-,179,241,153,80,52,631,138,134,894,298,67,65,2932
171620,PARANA,-,23,86,11,83,6,80,4,7,1,-,42,138,481
171630,PAU D'ARCO,-,-,7,1,3,-,-,-,107,3,5,-,14,140
171650,PEDRO AFONSO,1,13,37,37,29,2,58,1,7,177,8,-,4,374
171660,PEIXE,-,19,6,8,3,1,175,4,5,46,7,70,15,359
171665,PEQUIZEIRO,-,-,3,-,12,4,20,1,-,5,2,4,4,55
171670,COLMEIA,-,3,2,1,9,8,21,-,6,59,-,-,4,113
171700,PINDORAMA DO TOCANTINS,-,-,3,40,4,45,13,2,13,6,3,2,5,136
171720,PIRAQUE,-,-,1,6,1,-,-,2,5,28,1,1,3,48
171750,PIUM,-,46,95,175,40,4,3,1,9,44,93,44,10,564
171780,PONTE ALTA DO BOM JESUS,-,-,5,5,5,4,60,-,4,11,18,4,-,116
171790,PONTE ALTA DO TOCANTINS,-,8,12,51,2,2,39,4,67,130,10,29,13,367
171800,PORTO ALEGRE DO TOCANTINS,-,-,2,-,-,6,19,-,5,19,1,3,7,62
171820,PORTO NACIONAL,-,64,147,77,44,117,1320,36,677,505,75,123,384,3569
171830,PRAIA NORTE,-,-,-,61,55,9,45,-,-,2,10,1,1,184
171840,PRESIDENTE KENNEDY,-,2,3,7,28,-,3,2,28,16,3,1,2,95
171845,PUGMIL,-,7,12,2,2,1,8,-,1,84,13,6,30,166
171850,RECURSOLANDIA,-,-,-,17,-,-,8,-,-,9,6,11,-,51
171855,RIACHINHO,-,-,17,2,3,-,12,3,5,9,3,2,2,58
171865,RIO DA CONCEICAO,-,-,4,20,12,-,2,-,-,15,10,117,4,184
171870,RIO DOS BOIS,-,2,4,13,3,7,4,4,17,109,1,3,4,171
171875,RIO SONO,-,4,16,1,6,1,11,3,5,37,26,8,2,120
171880,SAMPAIO,-,1,2,6,11,2,6,3,3,8,-,2,7,51
171884,SANDOLANDIA,-,31,2,2,-,-,27,-,15,1,1,5,7,91
171886,SANTA FE DO ARAGUAIA,-,7,2,8,2,2,14,12,58,56,-,2,-,163
171888,SANTA MARIA DO TOCANTINS,-,-,7,18,6,3,-,1,-,30,1,6,1,73
171889,SANTA RITA DO TOCANTINS,-,-,-,-,-,-,6,-,1,32,2,3,-,44
171890,SANTA ROSA DO TOCANTINS,-,-,-,5,1,5,22,4,2,50,-,2,2,93
171900,SANTA TEREZA DO TOCANTINS,-,-,-,1,-,-,16,-,30,12,4,6,14,83
172000,SANTA TEREZINHA DO TOCANTINS,-,2,-,3,-,8,-,7,25,5,-,-,1,51
172010,SAO BENTO DO TOCANTINS,-,1,2,20,3,-,16,4,4,22,25,8,1,106
172015,SAO FELIX DO TOCANTINS,-,-,-,-,-,-,3,-,-,33,-,-,-,36
172020,SAO MIGUEL DO TOCANTINS,-,2,18,51,11,-,21,4,-,15,-,10,18,150
172025,SAO SALVADOR DO TOCANTINS,-,6,4,10,8,2,1,-,-,1,1,26,22,81
172030,SAO SEBASTIAO DO TOCANTINS,-,-,-,-,3,2,8,-,-,-,1,2,-,16
172049,SAO VALERIO,-,1,15,35,17,1,63,-,182,23,28,18,-,383
172065,SILVANOPOLIS,-,3,12,70,6,4,47,2,15,153,3,5,8,328
172080,SITIO NOVO DO TOCANTINS,-,11,14,40,9,2,5,5,3,3,14,26,11,143
172085,SUCUPIRA,-,1,1,1,1,-,6,-,-,50,-,2,5,67
172090,TAGUATINGA,-,10,28,18,5,12,19,8,26,22,10,155,20,333
172093,TAIPAS DO TOCANTINS,-,-,-,-,-,-,84,8,46,40,8,9,-,195
172097,TALISMA,-,74,3,1,4,36,40,2,8,54,27,40,-,289
172100,PALMAS,13,1296,4478,2137,1314,1365,5701,563,4369,12181,604,510,211,34742
172110,TOCANTINIA,-,13,9,46,14,3,34,1,3,80,-,2,11,216
172120,TOCANTINOPOLIS,-,81,116,315,157,26,140,20,31,284,47,30,41,1288
172125,TUPIRAMA,-,5,4,8,-,-,26,-,2,13,2,5,1,66
172130,TUPIRATINS,-,-,-,-,-,-,3,-,7,39,2,15,-,66
172208,WANDERLANDIA,-,1,4,2,6,2,3,1,13,4,2,1,-,39
172210,XAMBIOA,-,2,4,16,6,1,13,6,19,24,1,3,5,100
210005,ACAILANDIA,-,20,29,11,4,-,1,-,-,36,20,37,53,211
210010,AFONSO CUNHA,-,-,-,-,1,-,-,-,-,-,-,8,2,11
210015,AGUA DOCE DO MARANHAO,-,-,-,-,-,-,-,-,-,4,-,9,-,13
210020,ALCANTARA,-,4,-,22,-,-,-,-,10,-,1,17,2,56
210030,ALDEIAS ALTAS,-,8,21,4,19,11,9,1,2,51,32,23,19,200
210040,ALTAMIRA DO MARANHAO,-,-,-,-,-,-,-,-,-,-,-,2,1,3
210043,ALTO ALEGRE DO MARANHAO,-,-,2,-,1,-,54,-,-,-,-,41,3,101
210047,ALTO ALEGRE DO PINDARE,-,7,9,5,13,34,6,5,1,18,2,3,1,104
210050,ALTO PARNAIBA,-,9,9,33,26,28,8,31,1,142,20,28,5,340
210055,AMAPA DO MARANHAO,-,-,4,-,-,-,-,-,-,-,2,35,-,41
210060,AMARANTE DO MARANHAO,-,10,45,30,85,2,50,11,5,2,35,17,4,296
210070,ANAJATUBA,-,-,-,2,-,1,-,-,-,1,2,6,-,12
210080,ANAPURUS,-,-,5,-,49,60,64,7,-,4,-,-,56,245
210083,APICUM-ACU,-,21,-,-,-,2,-,-,1,1,12,30,49,116
210087,ARAGUANA,-,1,1,93,-,-,-,-,-,-,-,13,6,114
210090,ARAIOSES,-,-,55,7,46,-,4,-,-,7,-,-,2,121
210095,ARAME,-,23,12,76,8,14,4,6,1,17,6,15,5,187
210100,ARARI,-,-,4,-,-,-,1,-,2,167,61,27,5,267
210110,AXIXA,-,-,15,29,-,-,2,-,-,-,-,5,-,51
210120,BACABAL,-,6,52,203,46,1,5,4,1,6,85,35,15,459
210125,BACABEIRA,-,5,14,13,8,3,23,29,19,10,2,61,33,220
210130,BACURI,-,-,-,1,-,1,-,-,1,-,3,63,6,75
210135,BACURITUBA,-,-,-,-,-,-,-,-,-,-,-,1,-,1
210140,BALSAS,-,13,56,1449,1125,16,224,168,45,243,80,209,573,4201
210150,BARAO DE GRAJAU,-,2,3,13,11,-,14,1,4,22,5,24,25,124
210160,BARRA DO CORDA,-,75,514,6357,2076,399,529,439,508,160,91,204,32,11384
210170,BARREIRINHAS,-,3,2,1,-,1,-,-,-,-,-,2,-,9
210173,BELAGUA,-,-,-,5,-,-,-,-,-,-,-,1,-,6
210177,BELA VISTA DO MARANHAO,-,-,8,1,-,-,-,-,-,1,1,-,-,11
210180,BENEDITO LEITE,-,-,-,-,3,1,9,-,71,6,-,93,15,198
210190,BEQUIMAO,-,8,154,140,81,1,-,-,1,13,4,99,1,502
210193,BERNARDO DO MEARIM,-,-,-,4,-,-,-,3,-,-,-,3,-,10
210197,BOA VISTA DO GURUPI,-,-,-,-,-,-,-,-,-,-,-,7,-,7
210200,BOM JARDIM,-,41,6,135,21,5,2,-,-,1,-,35,3,249
210203,BOM JESUS DAS SELVAS,-,27,7,516,-,-,-,2,-,5,2,4,44,607
210207,BOM LUGAR,-,-,10,-,3,-,-,7,1,2,6,5,1,35
210210,BREJO,-,2,35,22,13,-,-,-,1,-,-,-,2,75
210215,BREJO DE AREIA,-,-,1,2,3,-,-,-,3,-,1,2,-,12
210220,BURITI,-,-,-,-,2,1,5,-,5,-,1,4,2,20
210230,BURITI BRAVO,-,3,77,209,1,2,-,-,1,4,-,89,19,405
210232,BURITICUPU,-,38,211,14,-,4,-,2,3,48,4,332,15,671
210235,BURITIRANA,-,4,1,10,4,2,3,7,-,1,3,113,3,151
210237,CACHOEIRA GRANDE,-,-,-,1,-,-,-,-,-,-,-,2,-,3
210240,CAJAPIO,-,-,-,-,-,-,-,-,-,-,-,1,-,1
210255,CAMPESTRE DO MARANHAO,-,3,327,145,155,8,135,7,1,24,11,43,8,867
210260,CANDIDO MENDES,-,18,1,-,-,-,-,-,-,-,-,-,-,19
210270,CANTANHEDE,-,6,23,61,-,-,1,-,20,1,8,1,3,124
210275,CAPINZAL DO NORTE,-,1,2,-,-,1,14,1,1,2,2,6,2,32
210280,CAROLINA,-,55,34,86,24,14,11,16,-,7,10,23,6,286
210290,CARUTAPERA,-,3,-,-,-,-,15,2,-,-,6,44,1,71
210300,CAXIAS,-,96,247,540,320,185,189,8,5,175,46,77,40,1928
210310,CEDRAL,-,-,-,-,-,-,-,-,-,-,-,1,1,2
210312,CENTRAL DO MARANHAO,-,-,-,-,-,-,-,-,-,-,-,2,-,2
210315,CENTRO DO GUILHERME,-,-,-,1,-,-,-,-,-,-,-,3,-,4
210317,CENTRO NOVO DO MARANHAO,-,-,1,-,-,-,1,1,-,3,-,12,2,20
210320,CHAPADINHA,-,1,215,694,76,26,22,10,1,25,99,19,34,1222
210325,CIDELANDIA,-,11,9,10,18,2,24,-,-,52,3,38,7,174
210330,CODO,-,4,19,6,7,-,7,1,4,36,8,6,19,117
210340,COELHO NETO,-,8,2,159,-,-,4,-,1,182,11,2,2,371
210350,COLINAS,-,9,4,13,2,-,157,18,1,55,10,152,36,457
210355,CONCEICAO DO LAGO-ACU,-,-,1,-,-,-,-,-,-,2,-,2,1,6
210360,COROATA,-,3,1,15,14,9,4,-,-,3,-,70,1,120
210370,CURURUPU,-,34,156,446,22,1,3,12,5,6,4,17,7,713
210375,DAVINOPOLIS,-,-,-,6,-,-,-,-,-,1,16,44,3,70
210380,DOM PEDRO,-,1,20,1,4,-,32,-,-,7,1,2,3,71
210390,DUQUE BACELAR,-,2,-,5,-,1,10,-,-,10,-,16,4,48
210400,ESPERANTINOPOLIS,-,4,-,28,3,2,3,-,-,-,3,23,7,73
210405,ESTREITO,-,16,3,7,70,10,31,11,54,21,10,36,12,281
210407,FEIRA NOVA DO MARANHAO,-,-,10,18,26,1,160,18,-,5,13,65,10,326
210408,FERNANDO FALCAO,-,-,18,17,8,1,1,-,-,-,-,11,1,57
210409,FORMOSA DA SERRA NEGRA,-,5,7,14,17,3,139,81,3,23,9,14,12,327
210410,FORTALEZA DOS NOGUEIRAS,-,1,2,104,159,8,22,139,4,35,3,19,3,499
210420,FORTUNA,-,-,28,200,46,1,43,1,29,-,1,37,2,388
210430,GODOFREDO VIANA,-,8,-,-,-,-,1,-,-,1,-,29,4,43
210440,GONCALVES DIAS,-,-,-,1,-,-,8,-,2,-,21,118,-,150
210450,GOVERNADOR ARCHER,-,17,28,46,2,2,-,-,-,11,7,47,2,162
210455,GOVERNADOR EDISON LOBAO,-,11,20,37,29,34,100,15,17,17,29,29,10,348
210460,GOVERNADOR EUGENIO BARROS,-,-,-,-,-,-,-,-,-,10,120,1,1,132
210462,GOVERNADOR LUIZ ROCHA,-,-,-,-,15,5,1,1,1,-,1,19,3,46
210465,GOVERNADOR NEWTON BELLO,-,4,-,1,-,4,3,-,1,-,4,47,-,64
210467,GOVERNADOR NUNES FREIRE,-,-,-,410,7,9,-,-,-,4,-,11,-,441
210470,GRACA ARANHA,-,-,-,-,-,-,-,-,-,-,-,24,-,24
210480,GRAJAU,-,4,24,90,7,3,6,-,7,128,14,107,44,434
210490,GUIMARAES,-,-,6,-,-,-,-,-,-,-,-,6,-,12
210500,HUMBERTO DE CAMPOS,-,4,9,25,7,6,4,2,-,-,-,-,-,57
210510,ICATU,-,-,-,-,-,-,-,-,-,-,-,10,-,10
210515,IGARAPE DO MEIO,-,1,28,5,20,2,3,-,5,-,-,9,1,74
210520,IGARAPE GRANDE,-,-,-,-,-,3,56,1,1,2,2,38,-,103
210530,IMPERATRIZ,-,149,230,676,240,45,168,31,20,311,316,664,71,2921
210535,ITAIPAVA DO GRAJAU,-,8,8,191,1,-,5,-,1,-,-,14,2,230
210540,ITAPECURU MIRIM,-,-,20,9,1,30,56,17,4,5,4,27,-,173
210542,ITINGA DO MARANHAO,-,37,-,79,44,5,18,16,2,31,41,10,57,340
210545,JATOBA,-,-,-,-,-,-,3,1,1,1,1,176,26,209
210547,JENIPAPO DOS VIEIRAS,-,-,-,37,41,-,17,-,11,-,-,74,1,181
210550,JOAO LISBOA,-,1,16,217,12,-,6,1,-,1,2,52,27,335
210560,JOSELANDIA,-,-,-,-,-,-,8,2,2,-,24,5,3,44
210565,JUNCO DO MARANHAO,-,3,6,1,-,-,-,-,-,-,-,7,122,139
210570,LAGO DA PEDRA,-,12,17,18,24,2,13,20,7,5,3,5,-,126
210580,LAGO DO JUNCO,-,-,-,-,-,-,13,-,1,-,13,19,-,46
210590,LAGO VERDE,-,18,2,33,-,-,-,-,-,1,1,19,21,95
210592,LAGOA DO MATO,-,3,4,3,6,1,-,2,-,58,-,27,50,154
210594,LAGO DOS RODRIGUES,-,1,2,14,-,-,-,-,-,6,-,9,-,32
210596,LAGOA GRANDE DO MARANHAO,-,2,-,96,3,16,43,3,3,-,-,7,-,173
210598,LAJEADO NOVO,-,10,25,6,-,1,6,14,7,43,31,43,3,189
210600,LIMA CAMPOS,-,-,1,1,-,-,2,-,-,-,-,2,-,6
210610,LORETO,-,-,2,3,41,-,-,4,1,16,13,17,4,101
210620,LUIS DOMINGUES,-,-,-,-,-,-,-,-,-,-,-,15,3,18
210630,MAGALHAES DE ALMEIDA,-,-,-,1,-,-,3,1,-,5,-,4,-,14
210632,MARACACUME,-,6,12,106,-,84,21,-,5,1,3,62,15,315
210635,MARAJA DO SENA,-,-,-,-,-,-,-,-,-,-,-,-,14,14
210637,MARANHAOZINHO,-,-,-,27,1,-,-,-,-,-,-,8,-,36
210640,MATA ROMA,-,-,-,-,1,-,16,-,-,4,6,13,16,56
210650,MATINHA,-,1,2,-,-,-,-,-,-,-,-,4,-,7
210660,MATOES,-,7,27,24,69,1,26,3,5,25,27,106,57,377
210663,MATOES DO NORTE,-,-,4,20,-,1,-,-,-,-,-,13,6,44
210667,MILAGRES DO MARANHAO,-,1,2,-,-,-,-,-,-,1,-,1,2,7
210670,MIRADOR,-,-,10,1,-,-,-,-,-,1,-,3,2,17
210675,MIRANDA DO NORTE,-,3,16,412,1,19,-,1,-,15,17,43,18,545
210680,MIRINZAL,-,5,7,-,-,-,-,-,-,-,-,3,-,15
210690,MONCAO,-,1,1,19,1,-,1,-,1,-,1,142,11,178
210700,MONTES ALTOS,-,4,-,2,16,5,22,6,-,4,1,50,5,115
210710,MORROS,-,1,1,6,8,-,-,-,-,-,-,30,-,46
210720,NINA RODRIGUES,-,-,4,44,-,10,-,-,-,-,-,16,3,77
210725,NOVA COLINAS,-,-,-,5,11,1,8,34,-,-,-,4,9,72
210730,NOVA IORQUE,-,-,5,8,5,6,3,-,-,1,3,18,10,59
210735,NOVA OLINDA DO MARANHAO,-,30,108,156,-,-,-,-,-,-,-,-,-,294
210740,OLHO D'AGUA DAS CUNHAS,-,-,-,-,-,-,34,1,-,-,1,11,2,49
210745,OLINDA NOVA DO MARANHAO,-,8,-,-,-,-,-,-,-,-,-,3,-,11
210750,PACO DO LUMIAR,-,40,28,34,19,3,18,-,-,5,18,24,-,189
210760,PALMEIRANDIA,-,-,-,-,-,-,-,-,-,-,-,6,-,6
210770,PARAIBANO,-,3,94,114,60,3,63,3,31,259,37,80,246,993
210780,PARNARAMA,-,2,17,69,-,-,-,-,-,76,3,134,63,364
210790,PASSAGEM FRANCA,-,-,3,1,14,-,1,1,2,59,2,11,179,273
210800,PASTOS BONS,-,-,20,6,6,-,1,38,-,-,-,379,173,623
210805,PAULINO NEVES,-,4,11,5,-,-,3,-,-,-,-,2,-,25
210810,PAULO RAMOS,-,1,-,-,-,1,7,1,4,12,2,11,10,49
210820,PEDREIRAS,-,28,41,15,5,6,4,2,2,7,203,47,15,375
210825,PEDRO DO ROSARIO,-,-,11,-,-,-,1,-,-,-,1,7,-,20
210830,PENALVA,-,-,-,-,-,-,-,-,-,1,7,1,-,9
210840,PERI MIRIM,-,26,53,6,-,-,-,-,1,-,-,3,-,89
210845,PERITORO,-,-,14,12,5,-,14,1,1,-,-,1,2,50
210850,PINDARE-MIRIM,-,6,5,11,63,-,1,-,1,6,5,-,-,98
210860,PINHEIRO,-,129,292,3,3,4,10,-,5,20,160,34,1,661
210870,PIO XII,-,4,14,6,5,2,11,-,-,11,6,23,7,89
210880,PIRAPEMAS,-,-,15,8,-,2,2,-,4,6,1,41,-,79
210890,POCAO DE PEDRAS,-,-,3,13,-,-,47,2,-,-,6,9,26,106
210900,PORTO FRANCO,-,2,22,23,2,3,8,1,10,77,10,38,53,249
210905,PORTO RICO DO MARANHAO,-,-,4,15,1,-,-,-,-,1,4,-,2,27
210910,PRESIDENTE DUTRA,-,5,52,95,9,2,77,1,3,15,10,26,16,311
210920,PRESIDENTE JUSCELINO,-,4,3,5,-,-,-,-,-,-,-,1,-,13
210923,PRESIDENTE MEDICI,-,-,73,-,-,-,-,-,-,-,-,-,-,73
210927,PRESIDENTE SARNEY,-,4,7,1,-,86,98,26,-,-,14,85,10,331
210930,PRESIDENTE VARGAS,-,2,15,7,2,2,-,-,-,-,5,4,-,37
210940,PRIMEIRA CRUZ,-,3,6,161,-,-,-,-,-,-,-,-,1,171
210945,RAPOSA,-,1,-,-,-,-,-,-,-,-,1,23,6,31
210950,RIACHAO,-,2,11,96,31,8,9,12,2,2,17,12,14,216
210955,RIBAMAR FIQUENE,-,-,-,1,-,-,1,-,1,12,15,10,2,42
210960,ROSARIO,-,26,115,212,4,2,-,32,-,-,-,23,1,415
210970,SAMBAIBA,-,-,-,-,13,-,1,2,-,14,-,13,3,46
210975,SANTA FILOMENA DO MARANHAO,-,-,-,12,-,-,38,-,-,-,-,3,-,53
210980,SANTA HELENA,-,35,80,1,-,4,7,-,-,21,109,11,57,325
210990,SANTA INES,-,8,27,14,27,15,36,3,12,36,34,77,39,328
211000,SANTA LUZIA,-,6,18,14,-,4,2,-,3,15,142,23,3,230
211003,SANTA LUZIA DO PARUA,-,10,13,-,5,-,68,-,-,-,1,8,-,105
211010,SANTA QUITERIA DO MARANHAO,-,-,-,17,-,-,-,-,-,3,-,-,-,20
211020,SANTA RITA,-,-,1,13,2,6,-,4,8,17,-,27,2,80
211023,SANTANA DO MARANHAO,-,-,-,-,1,-,-,-,-,4,-,6,9,20
211027,SANTO AMARO DO MARANHAO,-,-,-,-,-,-,-,-,-,-,-,1,-,1
211030,SANTO ANTONIO DOS LOPES,-,-,-,-,-,-,-,-,-,-,-,33,5,38
211040,SAO BENEDITO DO RIO PRETO,-,-,26,1,-,-,2,-,-,1,-,5,-,35
211050,SAO BENTO,-,-,4,6,-,-,-,-,-,1,-,4,-,15
211060,SAO BERNARDO,-,43,3,1,1,-,1,-,-,1,-,13,2,65
211065,SAO DOMINGOS DO AZEITAO,-,-,-,-,12,-,-,-,27,7,2,14,7,69
211070,SAO DOMINGOS DO MARANHAO,-,24,24,21,-,-,14,5,-,-,-,62,17,167
211080,SAO FELIX DE BALSAS,-,-,-,-,71,1,-,-,1,-,-,-,-,73
211085,SAO FRANCISCO DO BREJAO,-,4,9,55,30,4,11,2,-,6,66,8,16,211
211090,SAO FRANCISCO DO MARANHAO,-,2,-,-,-,3,75,10,1,39,5,41,10,186
211100,SAO JOAO BATISTA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
211102,SAO JOAO DO CARU,-,-,-,-,-,-,-,-,-,-,-,15,-,15
211105,SAO JOAO DO PARAISO,-,10,14,59,9,3,44,8,5,8,4,46,7,217
211107,SAO JOAO DO SOTER,-,4,1,3,-,2,-,-,-,-,-,28,-,38
211110,SAO JOAO DOS PATOS,-,-,10,1,20,-,25,1,1,11,5,420,22,516
211120,SAO JOSE DE RIBAMAR,-,8,28,296,28,5,17,2,-,34,116,40,6,580
211125,SAO JOSE DOS BASILIOS,-,-,3,32,14,-,59,-,2,10,-,15,4,139
211130,SAO LUIS,-,1025,2897,5583,1261,765,1397,857,215,2409,1740,1997,1154,21300
211140,SAO LUIS GONZAGA DO MARANHAO,-,-,-,-,8,9,15,2,-,7,5,15,3,64
211150,SAO MATEUS DO MARANHAO,-,1,27,62,-,-,34,9,3,10,20,265,-,431
211153,SAO PEDRO DA AGUA BRANCA,-,1,-,286,-,-,43,1,-,7,7,45,9,399
211157,SAO PEDRO DOS CRENTES,-,-,10,9,11,8,361,129,1,13,60,152,7,761
211160,SAO RAIMUNDO DAS MANGABEIRAS,-,-,13,42,82,2,22,8,-,192,3,6,8,378
211163,SAO RAIMUNDO DO DOCA BEZERRA,-,-,-,184,-,-,1,-,-,-,-,-,1,186
211167,SAO ROBERTO,-,-,-,9,-,1,8,-,-,-,-,8,7,33
211170,SAO VICENTE FERRER,-,3,-,-,-,-,-,-,-,-,-,5,-,8
211172,SATUBINHA,-,-,2,7,1,-,4,7,1,10,9,41,-,82
211174,SENADOR ALEXANDRE COSTA,-,-,71,32,-,2,-,-,-,5,-,31,13,154
211176,SENADOR LA ROCQUE,-,-,-,27,1,4,20,5,-,-,-,-,1,58
211178,SERRANO DO MARANHAO,-,-,-,-,-,-,-,-,-,-,-,8,15,23
211180,SITIO NOVO,-,37,6,2,-,8,76,29,4,13,97,111,18,401
211190,SUCUPIRA DO NORTE,-,-,-,-,-,-,-,-,1,4,29,108,84,226
211195,SUCUPIRA DO RIACHAO,-,-,-,-,-,-,4,-,23,28,-,93,3,151
211200,TASSO FRAGOSO,-,4,48,105,30,4,3,96,20,81,41,106,134,672
211210,TIMBIRAS,-,2,6,1,-,-,-,-,-,-,-,6,-,15
211220,TIMON,-,10,111,72,29,4,9,8,-,869,193,659,71,2035
211223,TRIZIDELA DO VALE,-,10,1,30,3,5,-,5,2,4,16,3,4,83
211227,TUFILANDIA,-,-,-,-,-,-,1,-,-,-,-,4,-,5
211230,TUNTUM,-,14,78,47,-,1,55,-,1,-,1,48,-,245
211240,TURIACU,-,3,-,81,29,-,-,-,-,-,-,25,6,144
211245,TURILANDIA,-,59,139,17,7,10,25,6,-,2,78,78,6,427
211250,TUTOIA,-,5,11,16,1,5,6,5,-,18,2,46,10,125
211260,URBANO SANTOS,-,-,22,187,-,-,13,-,-,-,18,9,1,250
211270,VARGEM GRANDE,-,14,70,104,9,3,2,-,1,-,-,3,1,207
211280,VIANA,-,5,11,6,4,2,8,-,-,-,-,1,2,39
211285,VILA NOVA DOS MARTIRIOS,-,5,-,67,17,3,10,-,-,-,5,230,18,355
